Date,file,ZCR,MEANt,VARt,SKEWt,KURTt,LEQt,BGNt,SNRt,MED,Ht,ACTtFraction,ACTtCount,ACTtMean,EVNtFraction,EVNtMean,EVNtCount,MEANf,VARf,SKEWf,KURTf,NBPEAKS,LEQf,ENRf,BGNf,SNRf,Hf,EAS,ECU,ECV,EPS,EPS_KURT,EPS_SKEW,ACI,NDSI,rBA,AnthroEnergy,BioEnergy,BI,ROU,ADI,AEI,LFC,MFC,HFC,ACTspFract,ACTspCount,ACTspMean,EVNspFract,EVNspMean,EVNspCount,TFSD,H_Havrda,H_Renyi,H_pairedShannon,H_gamma,H_GiniSimpson,RAOQ,AGI,ROItotal,ROIcover
2015-12-12 00:00:00,2015/JSC5069/20151212/JSC5069__0__20151212_000000.wav,12136.146666666667,1.5126171919948521e-18,3.271850168400655e-06,0.02254780784132891,3.883681826352025,38.16853398635706,-46.27791745453724,0.8054525983611356,0.004854048678080241,0.9849871496186268,0.11726222222222223,3298,4.39797915470077,0.07623111111111111,0.03773817381738174,2.020071824775992,3.6234239334285435e-05,5.053912398115527e-09,3.6825453087272555,17.440464983977478,8,38.131933853578566,-54.86806614642142,-58.38163385594789,3.5135677095264697,0.6214126975184836,0.00564670822214286,0.22503556062631003,0.17436312002296428,1,44.17578519471488,5.479489730721784,296.79224056808243,0.8978556567593061,18.58013470493594,0.0046464460884707605,0.08633159422300943,34.01147021949499,0.11283297876713964,2.0712757642622477,0.0669336445915425,0.1299041474336596,0.16231586646890303,0.13075861374336112,0.13837839234283883,3891.75390625,6.637762434463631,0.010890109426112926,0.05283213497579381,0.17883433169136476,0.7339928485458218,0.3328188864947157,3.236903022831284,4.85998753247647,9622.73550199476,0.9673558001860115,0.19396547762777333,1.2321384952972687,1588,3.2947907592269945
2015-12-12 00:10:00,2015/JSC5069/20151212/JSC5069__0__20151212_001000.wav,12059.980000000001,-1.258746193697233e-18,2.8448490656799797e-06,-0.004392729560755446,3.945503850268012,37.561192210463396,-46.81430332878453,0.7963332181853957,0.004563361074659558,0.9846857458013192,0.11541333333333334,3246,4.442966976944786,0.07790222222222222,0.03882170542635659,2.006738017351728,3.5048447501005206e-05,4.3001254655066205e-09,3.5209672455189662,16.2105991495542,7,37.51878778277729,-55.481212217222705,-58.99423948563872,3.5130272684160175,0.6357107486055028,0.00659992749809013,0.2531843433027894,0.16344163434178471,1,66.36420866068633,6.940432799147498,297.10569471364664,0.8853618041255096,16.44619221144811,0.004522228822470335,0.07437344443849779,33.86341738699533,0.09854262621070523,2.0711565613801195,0.06677739741379818,0.13014765777530674,0.1640954852997948,0.13192258076655522,0.13945836129729056,3922.126953125,6.625456088115134,0.01108393576216043,0.05259921255054721,0.18338543657548984,0.7243931592690935,0.33288264834553044,3.3030648243894656,4.950480398893339,10726.262165583652,0.96988389563585,0.2122506530216535,1.2324141259738326,1510,3.361237566224577
2015-12-12 00:20:00,2015/JSC5069/20151212/JSC5069__0__20151212_002000.wav,11934.466666666667,8.9064558197707e-19,3.3026560205905538e-06,-0.004598013461290654,4.117134452027055,38.2092333458077,-46.33738206851852,0.8001301975664603,0.00482093078825209,0.9827443419397461,0.11925333333333334,3354,4.569111054264445,0.08181333333333334,0.037131618759455365,2.2034116768596217,3.585769358026541e-05,5.14457094921723e-09,4.0751044332034105,22.386747952884395,8,38.175042445618715,-54.82495755438127,-58.68905029765875,3.8640927432774816,0.6065461716603617,0.004548141037699849,0.15764535802423585,0.12893113093736963,1,33.02530382710653,4.817067165076815,297.2110699395104,0.8993048275626696,18.861925369309457,0.004625833113589682,0.08725211895940899,33.47586185687691,0.11434731967494681,2.0640546301972327,0.0913261141252113,0.13099455657413275,0.166687831440356,0.131376084898064,0.13996122639916087,3936.26953125,6.6352880878993,0.011752431753128999,0.052982075801533995,0.19410234450005337,0.7372206858026387,0.33242893160671966,2.9548123098840247,4.763333521293083,9344.638016569186,0.9599476803519045,0.18606189830714262,1.235032253168748,1678,3.690082591825487
2015-12-12 00:30:00,2015/JSC5069/20151212/JSC5069__0__20151212_003000.wav,11747.176666666668,6.238142718433753e-19,3.27610811576752e-06,-0.0050887662070675035,3.96555362240272,38.17418216927472,-46.32559474717715,0.8114524615578205,0.004827477548387315,0.9827145864711545,0.13514666666666666,3801,4.365447183123554,0.08988444444444445,0.03609817045961624,2.4900885364812972,3.6435495797597204e-05,5.046881487385626e-09,3.8712106620677167,20.09948248393729,9,38.13711102112141,-54.86288897887859,-58.85842089618103,3.9955319173024435,0.6177023541929597,0.007611986309928542,0.14799496054909467,0.10473069683237701,1,32.42834039127812,4.7589314522003665,299.79653517622586,0.8965348284314255,18.33017622915208,0.004709955691095901,0.08633431784928565,33.965668345913905,0.11676934621362137,2.069212259630608,0.0746053401636968,0.13000866293427804,0.17848964788589308,0.13419531181255664,0.14450874919997156,4064.1640625,6.975169776109544,0.015150122004337931,0.05173284537994924,0.24815566745857487,0.7433627123406146,0.3326144158107228,3.0695758147029912,4.834913888673556,9838.985257456969,0.9637186070467534,0.19252522533291502,1.253612748813014,1799,5.203310006578012
2015-12-12 00:40:00,2015/JSC5069/20151212/JSC5069__0__20151212_004000.wav,11921.086666666668,1.5586297684598725e-18,3.1923301388954178e-06,-0.01023050902603528,3.9719786373189736,38.06167789447287,-46.310400271884696,0.7092148949720425,0.004835929783715141,0.983966473862167,0.11313777777777778,3182,4.349399063955026,0.07114666666666666,0.03448142164781906,2.06340669890485,3.707528693405267e-05,4.846418189081609e-09,3.602925767519392,17.08396515101754,11,38.03129819568772,-54.968701804312275,-58.80211455985484,3.833412755542568,0.6328323293707879,0.05943073728893,0.7286405636361482,0.6666246106224207,1,20.592339615441443,3.8355863912769426,298.44309930580846,0.8846186513994441,16.333824090788642,0.005126021158125037,0.08372752788247503,34.25543355240812,0.11214105328791195,2.024843807693767,0.16742698417519564,0.13234571572645812,0.17332425787837535,0.13346757301046452,0.14284799570651402,4017.45703125,8.557581758451517,0.013685069913596928,0.0533685244512419,0.22672836248911035,0.7295139237883702,0.33284162234767894,3.2595035764693545,4.9318588081036605,10638.648323460671,0.96859611294619,0.2003851119585494,1.246967737033901,1823,4.58528108777201
2015-12-12 00:50:00,2015/JSC5069/20151212/JSC5069__0__20151212_005000.wav,11906.033333333335,1.160429776960983e-18,3.504037584930907e-06,0.013517615062658576,4.162497297041019,38.46628747168913,-46.10533301857124,0.8069561948939352,0.004951460844675699,0.9819382387686582,0.12423111111111111,3494,4.506998404703816,0.08177777777777777,0.034408602150537634,2.3767511733750535,3.681594123213839e-05,5.464211562470342e-09,4.239184821075223,24.349744344811707,9,38.430304609601144,-54.569695390398856,-58.370375208859144,3.8006798184602886,0.6009396894637723,0.008644326498504218,0.2582103790437206,0.26441229200068617,1,20.214883690682463,3.8361540379088437,299.07859733422947,0.9043956519789883,19.919550641780926,0.004661934312758946,0.09286363663165799,33.5745413438155,0.12324024634708358,2.062520292462062,0.09660417974550395,0.13075858858820033,0.17790499217749964,0.1330115602553893,0.1437858762756009,4043.833984375,6.973309940484043,0.014063833380742425,0.05135446171130219,0.2336168731720923,0.7440533927122408,0.332284367032797,2.8806688933693927,4.726815163805637,9310.950046729311,0.9570151562863719,0.17951903050853502,1.249445995515054,1541,4.912153821024748
2015-12-12 01:00:00,2015/JSC5069/20151212/JSC5069__0__20151212_010000.wav,11891.723333333333,1.6712557264024023e-18,2.5226663896613777e-06,-0.014756257039980628,3.910408473635543,37.0391981231366,-47.32802510731665,0.7509476880347634,0.004301290200551353,0.9846337510444875,0.11502222222222222,3235,4.335400572224141,0.07132444444444444,0.03502018548827059,2.036739084056322,3.365058315957207e-05,3.771482603247416e-09,3.5336619403795284,16.575541863898938,10,36.998066380427886,-56.00193361957211,-59.75252958541009,3.750595965837981,0.6401147389253614,0.00580796397018013,0.4518063126776172,0.43102793649704585,1,15.349112362143742,3.3535871880451165,298.37737543548934,0.8700763105062488,14.393651518002734,0.004542513499783117,0.06538335633170118,31.935035461174305,0.08885274557451947,2.065408389474194,0.08807282097912994,0.13029527245143802,0.17296691183940505,0.13173179144942881,0.1417975416903712,3987.9140625,6.716261296966558,0.012781565566775708,0.051452247000386114,0.21358940733007684,0.7197934025751245,0.3328701604330664,3.2893989251087294,4.977892038523433,11411.23676013138,0.9697729482167463,0.21548550613553355,1.2410156868540292,1728,4.220129215705447
2015-12-12 01:10:00,2015/JSC5069/20151212/JSC5069__0__20151212_011000.wav,11725.573333333334,1.1334143500284376e-18,3.080288602306649e-06,-0.03428548805403531,4.512662093643943,37.90651400204179,-46.8576945249804,1.0212709164830258,0.004540621212853327,0.9760313605815196,0.1736888888888889,4885,4.684407310443085,0.13418666666666668,0.047138173302107726,2.8467678850803586,3.55148091664622e-05,4.727838845642632e-09,3.810044596670565,19.10600130268952,8,37.86634463492146,-55.133655365078546,-59.81716956640071,4.683514201322161,0.6201688080075936,0.01744753095078888,0.33317652794798847,0.1452716156471917,1,61.62818975703318,6.563928237153646,298.2670148322225,0.895579488308536,18.15332502784022,0.004466058204099314,0.08107380617226723,33.11596741563853,0.10469339237314507,2.0650622855068614,0.089211224003648,0.12991815466570125,0.1824735355669789,0.13246713968766446,0.14471583989652967,4069.98828125,7.183280200318175,0.015859869462025316,0.05175594733313761,0.2452843695273886,0.7276042922976237,0.3327152313479859,3.1451224003097544,4.851092711816847,10011.431052003043,0.9651947435591874,0.1901062443032202,1.2551460420785263,1494,5.619213683153179
2015-12-12 01:20:00,2015/JSC5069/20151212/JSC5069__0__20151212_012000.wav,11920.193333333335,1.2600877131853217e-18,3.3361746462803777e-06,0.013538448137382189,5.649474488336132,38.25308768884349,-46.95271325575675,1.2488581912671108,0.0044912200821770575,0.9744755587153303,0.14858666666666667,4179,5.375981669100248,0.11306666666666668,0.05497568881685575,2.056739795192718,3.5516194290535595e-05,5.239229161457821e-09,4.468663821376602,27.108063695996236,11,38.222253565152634,-54.77774643484736,-59.204236077283205,4.426489642435847,0.5903267485259445,0.023176281346977023,0.6664178355744899,0.6233925074477893,1,36.20545021203654,5.047505402419943,297.830557313806,0.9040909200524019,19.853082952028547,0.004455387044596357,0.08845316857976479,32.075105995699445,0.11523543367368207,2.0168266195467806,0.1846037809889125,0.1303944005551174,0.168889306540423,0.13135851401824164,0.1403520736292846,3947.26171875,7.628348460825386,0.011704166148129712,0.052286367717280076,0.18821650928510475,0.7330357298624457,0.3320296573023835,2.7719775000998195,4.658294885795713,9149.542069159725,0.9526638914579436,0.17722468751065779,1.2416163138510075,1660,3.491756095772294
2015-12-12 01:30:00,2015/JSC5069/20151212/JSC5069__0__20151212_013000.wav,11927.04,3.500440678057733e-19,3.833518647926536e-06,0.02208675143815042,4.402777833830725,38.85657571525379,-46.041018982729554,0.966404702816213,0.0049882596439785425,0.9786072068324738,0.1539911111111111,4331,4.663264487305777,0.1104,0.04088888888888889,2.7000960034134547,3.663362962416876e-05,6.118942829626085e-09,4.549168323206624,26.63426491664113,13,38.82065001440559,-54.1793499855944,-58.35907635348693,4.179726367892528,0.5767831983783354,0.02005399623191606,0.6130137301724677,0.548494206392405,1,64.84071371034989,6.505463184345886,297.36680672698617,0.9092895181610571,21.048168628968522,0.004839502722364203,0.10186266938067398,32.02026195522438,0.1284370786491203,2.0525661286021535,0.12472751462366527,0.13239204734013435,0.16874098380640834,0.1311904146561614,0.14048714787636896,3951.060546875,7.552247780748531,0.011872088785379036,0.05230183443629256,0.19469483454934575,0.734308253170557,0.332170154582097,2.828993215095172,4.573610832295174,8240.626587022407,0.9521140628432787,0.16262187819428892,1.239196096575706,1632,3.7597795143827337
